section,setId,setSeq,questionType,contentType,contentBody,intAnswer,prepTime(in_seconds),floatAnswer.max,floatAnswer.min,fitbAnswer,mcscAnswer,subjectiveAnswer,option.1,option.2,option.3,option.4,option.5,mcmcAnswer,tagRelationships,difficultyLevel
VARC,VARC-RC1,1,mcsc,markdown,"**Read the following passage carefully and answer the question that follows.**

Before the middle of the nineteenth century, most towns kept their own local time, setting clocks by the moment the sun stood highest overhead. A traveller moving west by carriage might find each new town a few minutes behind the last, and nobody minded, because journeys were slow enough that small differences never mattered. Railways changed that arithmetic. A train that left one city at noon and reached another whose clocks also read noon had, on paper, taken no time at all. Timetables became puzzles, and collisions on single-track lines were a real danger when two crews disagreed about when a siding had to be cleared.

The response was not a government decree but a private one. Railway companies began publishing schedules based on a single reference clock, usually the time kept at their largest terminus, and asked stations along the line to follow it. Towns that resisted found themselves consulting two clocks: one on the church tower for daily life and one at the station for departures. In practice the station clock won, because it governed the arrival of mail, freight and visitors.

Only later did legislatures ratify what commerce had already settled, dividing territories into broad zones within which every clock agreed. The reform is often described as a triumph of science, and astronomers did supply the measurements, but the pressure came from the ledger rather than the observatory. What made local time intolerable was not that it was inaccurate; by the standard of the sun it was perfectly accurate. It was that accuracy of that kind could not be shared. A network needs its members to agree on a convention, and the value of the convention lies almost entirely in the agreement, not in the truth of the thing agreed. That is why the change, once begun, spread quickly: each town that joined made joining more attractive for the rest.

**Which of the following best captures the central point of the passage?**",,120,,,,2,,Uniform clock time spread because travellers grew tired of resetting their watches in every town they entered.,"Uniform clock time spread because networks needed a shared convention, not because local time was wrong.",Uniform clock time spread because governments saw that public safety required identical clocks everywhere.,Uniform clock time spread because astronomers at last produced measurements accurate enough to trust.,,,VARC/reading-comprehension,0.5
VARC,VARC-RC1,2,mcsc,markdown,"**Read the following passage carefully and answer the question that follows.**

Before the middle of the nineteenth century, most towns kept their own local time, setting clocks by the moment the sun stood highest overhead. A traveller moving west by carriage might find each new town a few minutes behind the last, and nobody minded, because journeys were slow enough that small differences never mattered. Railways changed that arithmetic. A train that left one city at noon and reached another whose clocks also read noon had, on paper, taken no time at all. Timetables became puzzles, and collisions on single-track lines were a real danger when two crews disagreed about when a siding had to be cleared.

The response was not a government decree but a private one. Railway companies began publishing schedules based on a single reference clock, usually the time kept at their largest terminus, and asked stations along the line to follow it. Towns that resisted found themselves consulting two clocks: one on the church tower for daily life and one at the station for departures. In practice the station clock won, because it governed the arrival of mail, freight and visitors.

Only later did legislatures ratify what commerce had already settled, dividing territories into broad zones within which every clock agreed. The reform is often described as a triumph of science, and astronomers did supply the measurements, but the pressure came from the ledger rather than the observatory. What made local time intolerable was not that it was inaccurate; by the standard of the sun it was perfectly accurate. It was that accuracy of that kind could not be shared. A network needs its members to agree on a convention, and the value of the convention lies almost entirely in the agreement, not in the truth of the thing agreed. That is why the change, once begun, spread quickly: each town that joined made joining more attractive for the rest.

**The passage attributes all of the following to the arrival of railways EXCEPT:**",,110,,,,3,,confusion in drawing up timetables that different lines could actually work with,danger of accidents when two crews disagreed about when a track would be clear,a legal rule obliging church towers to show the same hour as the station clock,schedules published from a single reference clock kept at a large terminus,,,VARC/reading-comprehension,0.5
VARC,VARC-RC1,3,mcsc,markdown,"**Read the following passage carefully and answer the question that follows.**

Before the middle of the nineteenth century, most towns kept their own local time, setting clocks by the moment the sun stood highest overhead. A traveller moving west by carriage might find each new town a few minutes behind the last, and nobody minded, because journeys were slow enough that small differences never mattered. Railways changed that arithmetic. A train that left one city at noon and reached another whose clocks also read noon had, on paper, taken no time at all. Timetables became puzzles, and collisions on single-track lines were a real danger when two crews disagreed about when a siding had to be cleared.

The response was not a government decree but a private one. Railway companies began publishing schedules based on a single reference clock, usually the time kept at their largest terminus, and asked stations along the line to follow it. Towns that resisted found themselves consulting two clocks: one on the church tower for daily life and one at the station for departures. In practice the station clock won, because it governed the arrival of mail, freight and visitors.

Only later did legislatures ratify what commerce had already settled, dividing territories into broad zones within which every clock agreed. The reform is often described as a triumph of science, and astronomers did supply the measurements, but the pressure came from the ledger rather than the observatory. What made local time intolerable was not that it was inaccurate; by the standard of the sun it was perfectly accurate. It was that accuracy of that kind could not be shared. A network needs its members to agree on a convention, and the value of the convention lies almost entirely in the agreement, not in the truth of the thing agreed. That is why the change, once begun, spread quickly: each town that joined made joining more attractive for the rest.

**It can be inferred from the passage that a town's church clock lost its authority mainly because:**",,120,,,,4,,astronomers had declared solar time an unscientific way of setting clocks,residents faced penalties for keeping time that differed from the railway's,the church clock was found to be measurably slower than the railway's own clock,"the station clock decided when mail, goods and visitors would actually arrive",,,VARC/reading-comprehension,0.5
VARC,VARC-RC1,4,mcsc,markdown,"**Read the following passage carefully and answer the question that follows.**

Before the middle of the nineteenth century, most towns kept their own local time, setting clocks by the moment the sun stood highest overhead. A traveller moving west by carriage might find each new town a few minutes behind the last, and nobody minded, because journeys were slow enough that small differences never mattered. Railways changed that arithmetic. A train that left one city at noon and reached another whose clocks also read noon had, on paper, taken no time at all. Timetables became puzzles, and collisions on single-track lines were a real danger when two crews disagreed about when a siding had to be cleared.

The response was not a government decree but a private one. Railway companies began publishing schedules based on a single reference clock, usually the time kept at their largest terminus, and asked stations along the line to follow it. Towns that resisted found themselves consulting two clocks: one on the church tower for daily life and one at the station for departures. In practice the station clock won, because it governed the arrival of mail, freight and visitors.

Only later did legislatures ratify what commerce had already settled, dividing territories into broad zones within which every clock agreed. The reform is often described as a triumph of science, and astronomers did supply the measurements, but the pressure came from the ledger rather than the observatory. What made local time intolerable was not that it was inaccurate; by the standard of the sun it was perfectly accurate. It was that accuracy of that kind could not be shared. A network needs its members to agree on a convention, and the value of the convention lies almost entirely in the agreement, not in the truth of the thing agreed. That is why the change, once begun, spread quickly: each town that joined made joining more attractive for the rest.

**The author calls local time 'perfectly accurate' in order to:**",,125,,,,4,,suggest that the towns were right to resist the schedules imposed on them,concede that early railway schedules were built on faulty measurements,praise the astronomers who first measured the sun's position from each town,stress that its defect was not error but that it could not be shared,,,VARC/reading-comprehension,0.5
VARC,VARC-RC2,1,mcsc,markdown,"**Read the following passage carefully and answer the question that follows.**

Beneath the floor of most forests lies a dense mesh of fungal threads, thinner than hair and far more numerous than roots. Many of these fungi wrap themselves around, or grow into, the roots of trees. The arrangement suits both sides: the fungus takes sugars that the tree makes in its leaves, and the tree gains water and minerals that the fungal threads, with their enormous surface area, can gather from soil far beyond a root's reach.

Because a single fungus can be linked to several trees at once, the threads also form a route between plants. Experiments in which one tree is fed carbon labelled so that it can be traced show that a small share of that carbon later turns up in neighbours connected to the same fungal partner. This finding has been retold in popular writing as evidence that forests behave like cooperatives, with vigorous trees deliberately feeding shaded seedlings.

The evidence supports something narrower. That a substance moves between two organisms does not establish that either one intended the transfer, or that the recipient benefited enough to matter. Carbon may simply follow a gradient, flowing from where it is abundant to where it is scarce, much as water does. The fungus, moreover, is not a neutral pipe. It is an organism with interests of its own, and it may retain much of what passes through, trading resources on terms that favour itself rather than any particular tree.

None of this makes the network unimportant. A seedling that gains even a modest supply of minerals in its first seasons may survive a drought it would otherwise not survive, and that is a large effect from a small transfer. The caution concerns the story we drape over the measurement. Describing the forest as generous is a metaphor; the data describe an exchange whose accounting has not yet been done.

**Which of the following best states the main argument of the passage?**",,125,,,,1,,"Fungal links between trees are real, but claims that trees deliberately share food outrun the data.","Fungal links between trees mostly injure the trees, because the fungus keeps nearly every resource.",Fungal links between trees are so faint that the transfers recorded are probably measurement error.,Fungal links between trees prove that a forest works as a cooperative rather than as a competition.,,,VARC/reading-comprehension,0.5
VARC,VARC-RC2,2,mcsc,markdown,"**Read the following passage carefully and answer the question that follows.**

Beneath the floor of most forests lies a dense mesh of fungal threads, thinner than hair and far more numerous than roots. Many of these fungi wrap themselves around, or grow into, the roots of trees. The arrangement suits both sides: the fungus takes sugars that the tree makes in its leaves, and the tree gains water and minerals that the fungal threads, with their enormous surface area, can gather from soil far beyond a root's reach.

Because a single fungus can be linked to several trees at once, the threads also form a route between plants. Experiments in which one tree is fed carbon labelled so that it can be traced show that a small share of that carbon later turns up in neighbours connected to the same fungal partner. This finding has been retold in popular writing as evidence that forests behave like cooperatives, with vigorous trees deliberately feeding shaded seedlings.

The evidence supports something narrower. That a substance moves between two organisms does not establish that either one intended the transfer, or that the recipient benefited enough to matter. Carbon may simply follow a gradient, flowing from where it is abundant to where it is scarce, much as water does. The fungus, moreover, is not a neutral pipe. It is an organism with interests of its own, and it may retain much of what passes through, trading resources on terms that favour itself rather than any particular tree.

None of this makes the network unimportant. A seedling that gains even a modest supply of minerals in its first seasons may survive a drought it would otherwise not survive, and that is a large effect from a small transfer. The caution concerns the story we drape over the measurement. Describing the forest as generous is a metaphor; the data describe an exchange whose accounting has not yet been done.

**According to the passage, the fungal threads do all of the following EXCEPT:**",,110,,,,2,,gather water and minerals from soil that lies beyond the reach of the roots,produce sugars for themselves rather than take them from the tree's leaves,hold back for themselves a share of the resources that move along them,connect one tree to another when a single fungus is joined to both of them,,,VARC/reading-comprehension,0.5
VARC,VARC-RC2,3,mcsc,markdown,"**Read the following passage carefully and answer the question that follows.**

Beneath the floor of most forests lies a dense mesh of fungal threads, thinner than hair and far more numerous than roots. Many of these fungi wrap themselves around, or grow into, the roots of trees. The arrangement suits both sides: the fungus takes sugars that the tree makes in its leaves, and the tree gains water and minerals that the fungal threads, with their enormous surface area, can gather from soil far beyond a root's reach.

Because a single fungus can be linked to several trees at once, the threads also form a route between plants. Experiments in which one tree is fed carbon labelled so that it can be traced show that a small share of that carbon later turns up in neighbours connected to the same fungal partner. This finding has been retold in popular writing as evidence that forests behave like cooperatives, with vigorous trees deliberately feeding shaded seedlings.

The evidence supports something narrower. That a substance moves between two organisms does not establish that either one intended the transfer, or that the recipient benefited enough to matter. Carbon may simply follow a gradient, flowing from where it is abundant to where it is scarce, much as water does. The fungus, moreover, is not a neutral pipe. It is an organism with interests of its own, and it may retain much of what passes through, trading resources on terms that favour itself rather than any particular tree.

None of this makes the network unimportant. A seedling that gains even a modest supply of minerals in its first seasons may survive a drought it would otherwise not survive, and that is a large effect from a small transfer. The caution concerns the story we drape over the measurement. Describing the forest as generous is a metaphor; the data describe an exchange whose accounting has not yet been done.

**It can be inferred that the author regards the carbon-tracing experiments as:**",,130,,,,2,,flawed in method and therefore in need of repetition by other research teams,sound in what they measure but weak support for the claims built on them,"beside the point, since the quantities involved cannot affect survival",conclusive proof that mature trees support shaded seedlings on purpose,,,VARC/reading-comprehension,0.5
VARC,VARC-RC2,4,mcsc,markdown,"**Read the following passage carefully and answer the question that follows.**

Beneath the floor of most forests lies a dense mesh of fungal threads, thinner than hair and far more numerous than roots. Many of these fungi wrap themselves around, or grow into, the roots of trees. The arrangement suits both sides: the fungus takes sugars that the tree makes in its leaves, and the tree gains water and minerals that the fungal threads, with their enormous surface area, can gather from soil far beyond a root's reach.

Because a single fungus can be linked to several trees at once, the threads also form a route between plants. Experiments in which one tree is fed carbon labelled so that it can be traced show that a small share of that carbon later turns up in neighbours connected to the same fungal partner. This finding has been retold in popular writing as evidence that forests behave like cooperatives, with vigorous trees deliberately feeding shaded seedlings.

The evidence supports something narrower. That a substance moves between two organisms does not establish that either one intended the transfer, or that the recipient benefited enough to matter. Carbon may simply follow a gradient, flowing from where it is abundant to where it is scarce, much as water does. The fungus, moreover, is not a neutral pipe. It is an organism with interests of its own, and it may retain much of what passes through, trading resources on terms that favour itself rather than any particular tree.

None of this makes the network unimportant. A seedling that gains even a modest supply of minerals in its first seasons may survive a drought it would otherwise not survive, and that is a large effect from a small transfer. The caution concerns the story we drape over the measurement. Describing the forest as generous is a metaphor; the data describe an exchange whose accounting has not yet been done.

**The comparison with water flowing down a gradient serves mainly to:**",,120,,,,4,,show that the fungal threads carry mostly water rather than dissolved sugar,argue that carbon moves too slowly to reach a neighbouring tree in a season,suggest that the labelled carbon was washed through the soil by heavy rain,offer a mechanism for the transfer that needs no intention by either tree,,,VARC/reading-comprehension,0.5
VARC,VARC-RC3,1,mcsc,markdown,"**Read the following passage carefully and answer the question that follows.**

For much of the twentieth century, planners in growing cities treated the bicycle as a relic. Streets were widened, parking was added, and the space left for anyone on two wheels shrank to a painted strip beside fast traffic. Cycling did not disappear, but it became a choice for the brave.

In the last three decades many of those same cities have reversed course. The reason is mostly arithmetic. A lane of road carries far more people per hour on bicycles than in cars, because a bicycle needs about a tenth of the space and, when parked, almost none. Cities that could not afford to widen a single street found they could move more residents simply by changing what the existing width was used for.

Comfort turned out to matter more than exhortation. Where a city merely painted lines on the asphalt, ridership rose a little. Where it separated the cycle lane from moving traffic with a kerb or a row of parked cars, ridership rose sharply, and the new riders included many more children and older people. Surveys give a consistent explanation: most people are willing to cycle but unwilling to cycle beside lorries.

The change has limits. Bicycles work best for trips under about eight kilometres, so a city spread thinly over a wide area will always need other options, and hills and heavy rain reduce the numbers. Freight and emergency vehicles still need road space. What the experience of recent decades suggests is narrower than a slogan: for short journeys in dense districts, the cheapest way to add capacity is often to give a little room to bicycles, and the room only works if it feels safe.

**Which of the following best expresses the main idea of the passage?**",,100,,,,2,,Cities have returned to cycling because residents demanded a healthier way of travelling each day.,Cities have returned to cycling because protected lanes move many people cheaply on short trips.,Cities have returned to cycling because bicycles can replace cars on journeys of almost any length.,Cities have returned to cycling because widening roads for cars proved technically impossible to do.,,,VARC/reading-comprehension,0
VARC,VARC-RC3,2,mcsc,markdown,"**Read the following passage carefully and answer the question that follows.**

For much of the twentieth century, planners in growing cities treated the bicycle as a relic. Streets were widened, parking was added, and the space left for anyone on two wheels shrank to a painted strip beside fast traffic. Cycling did not disappear, but it became a choice for the brave.

In the last three decades many of those same cities have reversed course. The reason is mostly arithmetic. A lane of road carries far more people per hour on bicycles than in cars, because a bicycle needs about a tenth of the space and, when parked, almost none. Cities that could not afford to widen a single street found they could move more residents simply by changing what the existing width was used for.

Comfort turned out to matter more than exhortation. Where a city merely painted lines on the asphalt, ridership rose a little. Where it separated the cycle lane from moving traffic with a kerb or a row of parked cars, ridership rose sharply, and the new riders included many more children and older people. Surveys give a consistent explanation: most people are willing to cycle but unwilling to cycle beside lorries.

The change has limits. Bicycles work best for trips under about eight kilometres, so a city spread thinly over a wide area will always need other options, and hills and heavy rain reduce the numbers. Freight and emergency vehicles still need road space. What the experience of recent decades suggests is narrower than a slogan: for short journeys in dense districts, the cheapest way to add capacity is often to give a little room to bicycles, and the room only works if it feels safe.

**The passage mentions all of the following as limits on cycling EXCEPT:**",,95,,,,2,,sloping ground and spells of heavy rainfall,the price of buying and keeping up a bicycle,space that freight and emergency vehicles need,journeys longer than roughly eight kilometres,,,VARC/reading-comprehension,0
